"","x","y","r","circular","leaf","depth","name","level","shortName","new_label","KO1","KO2","KO3","KO4","KO5","KO6","OE1","OE2","OE3","OE4","OE5","OE6","WT1","WT2","WT3","WT4","WT5","WT6","mean","Kingdom","Phylum","Class","Order","Family","Genus","Species","mean_KO","mean_OE","mean_WT","KOWT_logFC","KOWT_logCPM","KOWT_PValue","KOWT_FDR","KOWT_level","KOWT_Kingdom","KOWT_Phylum","KOWT_Class","KOWT_Order","KOWT_Family","KOWT_Genus","KOWT_Species","KOWT_MeanA","KOWT_MeanB","KOWT_KO1","KOWT_KO2","KOWT_KO3","KOWT_KO4","KOWT_KO5","KOWT_KO6","KOWT_WT1","KOWT_WT2","KOWT_WT3","KOWT_WT4","KOWT_WT5","KOWT_WT6","ggraph.orig_index","ggraph.index"
"ASV--ASV_59",0.713330512318792,-0.234747226353309,0.0313065871596336,FALSE,TRUE,7,"ASV--ASV_59",8,"ASV_59",NA,0.00298744055602975,0.00369168810828952,0.00347871235721703,0.00355333987430723,0.00308066687377032,0.00330890395974623,0.00256330103157237,0.0042724609375,0.00298507462686567,0.00206312548113934,0.00441010979652666,0.00208801290771616,0.00245846278535729,0.0032744461168766,0.00296596074952877,0.00269653028093443,0.00306034015816271,0.00248491302804402,0.00307908275719912,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Nocardioidaceae","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Nocardioidaceae--G_--Nocardioides","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Nocardioidaceae--G_--Nocardioides--S_--Unassigned",0.00335012528822668,0.0030636807968867,0.00282344218648397,0.335,11.636,0.302281259405802,0.667199658973713,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","Unassigned",0.335,0.282,0.299,0.369,0.348,0.355,0.308,0.331,0.246,0.327,0.297,0.27,0.306,0.248,62,229
"ASV--ASV_6",-1.08146902738313,-0.014512850744475,0.0735408216714859,FALSE,TRUE,7,"ASV--ASV_6",8,"ASV_6",NA,0.0271308377027192,0.0190177872245218,0.021521287642783,0.0238657155737053,0.0389095992544268,0.0280573178735506,0.00793998124413879,0.008087158203125,0.0108867427568042,0.011824480369515,0.0121658201283494,0.0113575247556076,0.0151560178306092,0.0143389051730967,0.0129171748530879,0.0150235258509204,0.0137850720398657,0.0138445154419595,0.0169905257732659,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Unassigned--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Unassigned--G_--Unassigned--S_--Unassigned",0.0264170908786178,0.0103769512429233,0.0141775351982566,1.029,14.364,0.00368563591247633,0.086408974424417,"Enriched","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Unassigned","Unassigned","Unassigned",2.642,1.418,2.713,1.902,2.152,2.387,3.891,2.806,1.516,1.434,1.292,1.502,1.379,1.384,63,230
"ASV--ASV_60",-0.869933010486789,0.126378286454331,0.0295394342392683,FALSE,TRUE,7,"ASV--ASV_60",8,"ASV_60",NA,0.0036276063894647,0.00288063541783197,0.00347871235721703,0.0037124446447986,0.00572123847985917,0.00366440603806607,0.00175054704595186,0.001373291015625,0.00199004975124378,0.00209391839876828,0.00167280026764804,0.00189819355246923,0.00235039848709982,0.00261427552879664,0.00221754074731123,0.00228379605426079,0.00259993500162496,0.00341334207148904,0.00274128506941812,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae--G_--Unassigned--S_--Unassigned",0.00384750722120626,0.00179646667195103,0.00257988131509708,0.721,11.718,0.0472850912209776,0.292057630430487,"NotSig","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unassigned","Unassigned",0.385,0.258,0.363,0.288,0.348,0.371,0.572,0.366,0.235,0.261,0.222,0.228,0.26,0.341,64,231
"ASV--ASV_61",-1.03452074094615,0.412726609635419,0.0293657090514898,FALSE,TRUE,7,"ASV--ASV_61",8,"ASV_61",NA,0.00228630654798195,0.00223738673229668,0.00163551401869159,0.00198880963114211,0.0048928238583411,0.00218770509735288,0.0037199124726477,0.002655029296875,0.00201931518876207,0.00338722093918399,0.0019465312205359,0.00145528172355975,0.00313386464946643,0.00369695529324778,0.00335403038030824,0.00258646782048813,0.00200411656375257,0.00357718249092051,0.00270913632919746,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae--G_--Noviherbaspirillum","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae--G_--Noviherbaspirillum--S_--Noviherbaspirillum_suwonense",0.00253809098096772,0.00253054847359407,0.00305876953303061,-0.112,11.508,0.78342390445895,0.936119198259401,"NotSig","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum","Noviherbaspirillum_suwonense",0.254,0.306,0.229,0.224,0.164,0.199,0.489,0.219,0.313,0.37,0.335,0.259,0.2,0.358,65,232
"ASV--ASV_62",-0.383972276301064,-0.264789387915682,0.0303849391639233,FALSE,TRUE,7,"ASV--ASV_62",8,"ASV_62",NA,0.0028045360321912,0.00220941939814297,0.00417964693665628,0.00418975895627271,0.00598011804908357,0.00391052286151827,0.00178180681462957,0.0018310546875,0.00184372256365233,0.00221709006928406,0.00243316402566988,0.00284729032870385,0.00148588410104012,0.00369695529324778,0.00152455926377647,0.00269653028093443,0.00387281984617051,0.00270336692061932,0.00290045813494963,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Rhizobiaceae","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Rhizobiaceae--G_--Ensifer","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Rhizobiaceae--G_--Ensifer--S_--Unassigned",0.00387900037231083,0.00215902141490662,0.00266335261763144,0.673,11.771,0.128795448817919,0.463253730934622,"NotSig","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ensifer","Unassigned",0.388,0.266,0.28,0.221,0.418,0.419,0.598,0.391,0.149,0.37,0.152,0.27,0.387,0.27,66,233
"ASV--ASV_63",-0.558334114142523,-0.185434559314545,0.0347715392708778,FALSE,TRUE,7,"ASV--ASV_63",8,"ASV_63",NA,0.00563955615168882,0.0043069694596711,0.00524402907580478,0.00456100342075257,0.0063943253598426,0.00530518486108073,0.00287589871834948,0.002105712890625,0.00222417325139011,0.00255581216320246,0.00407554974299705,0.00310038280236641,0.00343104146967446,0.00422509176371174,0.00263332963743209,0.00302671766227334,0.00292492687682808,0.00374102291035198,0.00379837378989127,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Caulobacterales","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Caulobacterales--F_--Caulobacteraceae","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Caulobacterales--F_--Caulobacteraceae--G_--Phenylobacterium","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Caulobacterales--F_--Caulobacteraceae--G_--Phenylobacterium--S_--Phenylobacterium_composti",0.00524184472147343,0.00282292159482175,0.00333035505337862,0.762,12.122,0.0288076252690421,0.230373440981306,"NotSig","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Phenylobacterium_composti",0.524,0.333,0.564,0.431,0.524,0.456,0.639,0.531,0.343,0.423,0.263,0.303,0.292,0.374,67,234
"ASV--ASV_64",-0.861150432018715,-0.26328391476925,0.028073713183403,FALSE,TRUE,7,"ASV--ASV_64",8,"ASV_64",NA,0.00176807706377271,0.0026289294104486,0.00347871235721703,0.00442841611200976,0.00336543439991716,0.0035003281557646,0.00162550797124101,0.001007080078125,0.00199004975124378,0.00200153964588145,0.00218984762310289,0.00132873548672846,0.00189112521950561,0.0033536665874462,0.00196806741323872,0.00264149905071128,0.00400823312750515,0.00139264356516753,0.00247599405661261,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Deltaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Deltaproteobacteria--O_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Deltaproteobacteria--O_--Unassigned--F_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Deltaproteobacteria--O_--Unassigned--F_--Unassigned--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Deltaproteobacteria--O_--Unassigned--F_--Unassigned--G_--Unassigned--S_--Unassigned",0.00319498291652164,0.00169046009272043,0.00254253916059575,0.42,11.565,0.322646320611266,0.68094113292719,"NotSig","Bacteria","Proteobacteria","Deltaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned",0.319,0.254,0.177,0.263,0.348,0.443,0.337,0.35,0.189,0.335,0.197,0.264,0.401,0.139,68,235
"ASV--ASV_657",0.549977382264582,-0.322561358082464,0.114244386553764,FALSE,TRUE,7,"ASV--ASV_657",8,"ASV_657",NA,0.0327094256797951,0.0538650855800425,0.0210280373831776,0.0359576781310493,0.0275447861654758,0.0292332093633778,0.0393560487652391,0.04913330078125,0.0391278899619549,0.0290685142417244,0.0378661151494875,0.0320478344775222,0.0622180197217344,0.0663339406902744,0.0470673023616809,0.0543158242302507,0.0390261076806413,0.0421616012670326,0.0410033734239839,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Thermomonosporaceae","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Thermomonosporaceae--G_--Unassigned","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Thermomonosporaceae--G_--Unassigned--S_--Unassigned",0.033389703717153,0.0377666172295297,0.051853799325269,-0.598,15.373,0.0782053291758094,0.365467532969013,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Unassigned","Unassigned",3.339,5.185,3.271,5.387,2.103,3.596,2.754,2.923,6.222,6.633,4.707,5.432,3.903,4.216,69,236
"ASV--ASV_66",-0.498589974676042,-0.166393564700933,0.0279334988445044,FALSE,TRUE,7,"ASV--ASV_66",8,"ASV_66",NA,0.00213388611144982,0.00310437409106164,0.00101246105919003,0.00132587308742807,0.00108729419074247,0.00133996937212864,0.0050328227571116,0.00335693359375,0.00248756218905473,0.00277136258660508,0.00285896773016211,0.00370147742731501,0.00253951100905038,0.00190129129367028,0.00315999556491851,0.00214621797870291,0.00170620734481638,0.00245760629147211,0.0024513229821461,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhodospirillales","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhodospirillales--F_--Rhodospirillaceae","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhodospirillales--F_--Rhodospirillaceae--G_--Dongia","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhodospirillales--F_--Rhodospirillaceae--G_--Dongia--S_--Dongia_mobilis",0.00166730965200011,0.00336818771399975,0.00231847158043843,-0.429,10.957,0.215592388493962,0.581946702224994,"NotSig","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia","Dongia_mobilis",0.167,0.232,0.213,0.31,0.101,0.133,0.109,0.134,0.254,0.19,0.316,0.215,0.171,0.246,70,237
"ASV--ASV_67",-0.277600007872356,0.00463547487908775,0.0299202688038349,FALSE,TRUE,7,"ASV--ASV_67",8,"ASV_67",NA,0.000945006706499207,0.000922922027072379,0.00101246105919003,0.000901593699451089,0.00152738945842394,0.000875082038941151,0.00400125039074711,0.00384521484375,0.00234123500146327,0.0132717474980754,0.00291979683080386,0.011452434433231,0.000729434013237877,0.000422509176371174,0.000609823705510589,0.000935530913793578,0.00265410031415881,0.00125610988230797,0.00281242455516825,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales--F_--Pseudomonadaceae","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales--F_--Pseudomonadaceae--G_--Pseudomonas","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Pseudomonadales--F_--Pseudomonadaceae--G_--Pseudomonas--S_--Pseudomonas_chlororaphis_subsp._piscium",0.00103074249826297,0.00630527983301179,0.00110125133423,0.035,10.159,0.94127786771536,0.983762463881955,"NotSig","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_chlororaphis_subsp._piscium",0.103,0.11,0.095,0.092,0.101,0.09,0.153,0.088,0.073,0.042,0.061,0.094,0.265,0.126,71,238
"ASV--ASV_68",-0.531087936491961,-0.596657997417509,0.0274486802518368,FALSE,TRUE,7,"ASV--ASV_68",8,"ASV_68",NA,0.00225582246067553,0.00251706007383376,0.00301142263759086,0.00148497785791944,0.00204514859687273,0.00259789980310654,0.00381369177868084,0.002044677734375,0.00201931518876207,0.00209391839876828,0.00261565132759512,0.00174001075643013,0.00151290017560448,0.00219176635242547,0.00479543186606054,0.00126571829513249,0.00178745531361716,0.00281259386690697,0.00236697013801986,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Unassigned--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Unassigned--G_--Unassigned--S_--Unassigned",0.00231872190499981,0.00238787753076857,0.00239431097829118,0.092,11.225,0.813542906253822,0.94709353378487,"NotSig","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned",0.232,0.239,0.226,0.252,0.301,0.148,0.205,0.26,0.151,0.219,0.48,0.127,0.179,0.281,72,239
"ASV--ASV_69",0.997089832450256,-0.247499565431872,0.0275834240019321,FALSE,TRUE,7,"ASV--ASV_69",8,"ASV_69",NA,0.000548713571515669,0.000391542678151919,0.000103842159916926,0.0317679191747766,7.7663870767319e-05,0.000738350470356596,0.000812753985620506,0.000762939453125,0.000351185250219491,0.0010161662817552,0.00106450926123057,0.000442911828909488,0.0019721734431987,0.000290475058755182,0.000138596296706952,0.000963046528905154,0.000216661250135413,0.00136533682859561,0.0023902659662579,"D_--Bacteria","D_--Bacteria--P_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Kibdelosporangium","D_--Bacteria--P_--Actinobacteria--C_--Actinobacteria--O_--Actinomycetales--F_--Pseudonocardiaceae--G_--Kibdelosporangium--S_--Kibdelosporangium_phytohabitans",0.00560467198758084,0.000741744343476709,0.00082438156771617,2.903,11.727,0.0103088830745653,0.151049295136726,"NotSig","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Kibdelosporangium","Kibdelosporangium_phytohabitans",0.56,0.082,0.055,0.039,0.01,3.177,0.008,0.074,0.197,0.029,0.014,0.096,0.022,0.137,73,240
"ASV--ASV_70",0.175524495717468,0.398574095132434,0.0271862652152777,FALSE,TRUE,7,"ASV--ASV_70",8,"ASV_70",NA,0.00286550420680405,0.00120259536860946,0.00153167185877466,0.00257219378961046,0.00196748472610542,0.00992671187923868,0.00137542982181932,0.0010986328125,0.00204858062628036,0.00206312548113934,0.0014903129657228,0.00335347527602898,0.00145886802647575,0.00129393435263672,0.00252245260006653,0.00165093690669455,0.00159787671974867,0.0017749378771743,0.00232192918307945,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Xanthomonadales","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Xanthomonadales--F_--Xanthomonadaceae","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Xanthomonadales--F_--Xanthomonadaceae--G_--Pseudoxanthomonas","D_--Bacteria--P_--Proteobacteria--C_--Gammaproteobacteria--O_--Xanthomonadales--F_--Xanthomonadaceae--G_--Pseudoxanthomonas--S_--Pseudoxanthomonas_gei",0.00334436030485712,0.00190492616391513,0.00171650108046609,1.057,11.335,0.030839792521983,0.239284518236688,"NotSig","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","Pseudoxanthomonas_gei",0.334,0.172,0.287,0.12,0.153,0.257,0.197,0.993,0.146,0.129,0.252,0.165,0.16,0.177,74,241
"ASV--ASV_71",-0.645951433431461,-0.254968989751275,0.0358812026679516,FALSE,TRUE,7,"ASV--ASV_71",8,"ASV_71",NA,0.00277405194488477,0.00220941939814297,0.00760643821391485,0.00400413672403278,0.00916433675054365,0.00391052286151827,0.00218818380743982,0.0047607421875,0.0009657594381036,0.00418783679753657,0.00483591350101889,0.00303710968395077,0.00321491287315953,0.00248224141118065,0.00255017185940792,0.00437498280274055,0.00696024266060015,0.00357718249092051,0.00404467696703312,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Sphingomonadales","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Sphingomonadales--F_--Sphingomonadaceae","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Sphingomonadales--F_--Sphingomonadaceae--G_--Sphingopyxis","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Sphingomonadales--F_--Sphingomonadaceae--G_--Sphingopyxis--S_--Sphingopyxis_soli",0.00494481764883955,0.00332925756925828,0.00385995568300155,0.555,12.206,0.255181222897857,0.616624909366559,"NotSig","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","Sphingopyxis_soli",0.494,0.386,0.277,0.221,0.761,0.4,0.916,0.391,0.321,0.248,0.255,0.437,0.696,0.358,75,242
"ASV--ASV_72",-0.78540205208331,0.297741413618227,0.0273979809135199,FALSE,TRUE,7,"ASV--ASV_72",8,"ASV_72",NA,0.0028045360321912,0.00142633404183913,0.00134994807892004,0.00206836201638779,0.00077663870767319,0.00251586086195581,0.00162550797124101,0.0013427734375,0.00184372256365233,0.00181678214010778,0.00267648042823687,0.00249928817741782,0.000945562609752803,0.00338007341096939,0.00274420667479765,0.00844729383925378,0.00246452172029033,0.00172032440403047,0.0023582342842343,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae--G_--Variovorax","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae--G_--Variovorax--S_--Unassigned",0.00182361328982786,0.0019674257863593,0.00328366377651574,-0.814,11.334,0.102482562035313,0.418033520488229,"NotSig","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","Unassigned",0.182,0.328,0.28,0.143,0.135,0.207,0.078,0.252,0.095,0.338,0.274,0.845,0.246,0.172,76,243
"ASV--ASV_73",-1.09262987668384,0.583427990815658,0.0270311068743467,FALSE,TRUE,7,"ASV--ASV_73",8,"ASV_73",NA,0.0043287403975125,0.00212551739568184,0.00298546209761163,0.0062581209726605,0.00295122708915812,0.00541457011594837,0.000906533291653642,0.000457763671875,0.00149253731343284,0.00120092378752887,0.00164238571732717,0.00167673763801449,0.00153991625016885,0.00184847764662389,0.00133052444838674,0.0017059681369177,0.00173329000108331,0.00172032440403047,0.00229550113197866,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae--G_--Unassigned","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Oxalobacteraceae--G_--Unassigned--S_--Unassigned",0.00401060634476216,0.00122948023663867,0.00164641681453516,1.368,11.523,0.000379006297211647,0.026047613216949,"Enriched","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Unassigned","Unassigned",0.401,0.165,0.433,0.213,0.299,0.626,0.295,0.541,0.154,0.185,0.133,0.171,0.173,0.172,77,244
"ASV--ASV_74",-0.364917842944072,-0.519527299262895,0.0268376488238573,FALSE,TRUE,7,"ASV--ASV_74",8,"ASV_74",NA,0.00231679063528838,0.00246112540552635,0.00231048805815161,0.00214791440163348,0.00302889095992544,0.00216035878363597,0.00275085964363864,0.002105712890625,0.00163886450102429,0.00190916089299461,0.00328477143465434,0.00208801290771616,0.00191814129406997,0.00205973223480947,0.00224526000665262,0.00198112428803346,0.00232910843895569,0.0019933917697496,0.00226276158594917,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae--G_--Bradyrhizobium","D_--Bacteria--P_--Proteobacteria--C_--Alphaproteobacteria--O_--Rhizobiales--F_--Bradyrhizobiaceae--G_--Bradyrhizobium--S_--Bradyrhizobium_neotropicale",0.00240426137402687,0.00229623037844217,0.00208779300537847,0.319,11.191,0.342459898358183,0.700223490470473,"NotSig","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_neotropicale",0.24,0.209,0.232,0.246,0.231,0.215,0.303,0.216,0.192,0.206,0.225,0.198,0.233,0.199,78,245
"ASV--ASV_75",-0.74542945359741,0.262542737533098,0.0258632190525532,FALSE,TRUE,7,"ASV--ASV_75",8,"ASV_75",NA,0.00198146567491769,0.00192974605660588,0.000856697819314642,0.00111373339343958,0.00289945117531324,0.00166812513673157,0.00231322288215067,0.001708984375,0.00163886450102429,0.00178598922247883,0.00270689497855774,0.00243601505900218,0.00172902877211941,0.00116190023502073,0.00227297926599401,0.00459510772363316,0.00292492687682808,0.00210261871603725,0.0021014306591205,"D_--Bacteria","D_--Bacteria--P_--Proteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae--G_--Variovorax","D_--Bacteria--P_--Proteobacteria--C_--Betaproteobacteria--O_--Burkholderiales--F_--Comamonadaceae--G_--Variovorax--S_--Unassigned",0.00174153654272044,0.00209832850303562,0.00246442693160544,-0.373,11.076,0.391866456796834,0.740325098169692,"NotSig","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","Unassigned",0.174,0.246,0.198,0.193,0.086,0.111,0.29,0.167,0.173,0.116,0.227,0.46,0.292,0.21,79,246
