Features	S100001	S100003	S100009	S100015	S100016	S100043	S100046	S100047	S100048	S100049	S100051	S100052	S100058	S100060	S100062	S100065	S100068	S100070	S100071	S100072	S100074	S100075	S100077	S100078	S100080	S100083	S100084	S100085	S100086	S100087	S100088	S100089	S100090	S100091	S100092	S100095	S100096	S100099	S100100	S100101	S100102	S100104	S100105	S100106	S100107	S100109	S100115	S100117	S100128	S100143	S100144	S100150	S100151	S100154	S100155	S100156	S100158	S100160	S100161	S100162	S100163	S100164	S100165	S100166	S100167	S100168	S100169	S100170	S100171	S100172	S100173	S100174	S100175	S100176	S100177	S100178	S100180	S100181	S100182	S100183	S100184	S100187	S100188	S100190	S100191	S100192	S100195	S100196	S100197	S100198	S100200	S100202	S100203	S100204	S100205	S100206	S100207	S100209	S100210	S100211	S100212	S100214	S100216	S100217	S100219	S100220	S100221	S100222	S100224	S100225	S100226	S100227	S100228	S100229	S100233	S100234	S7003A	S7003B	S7007	S7010	S7016	S7018	S7021	S7022	S7035	S7037	S7039	S7043	S7049	S7052	S7059	S7061	S7064	S7072	S7077A	S7077B	S7079	S7085	S7094A	S7094B	S7094C	S7095	S7097	S7102	S7111	S7116	S7117	S7123	S7124	S7125	S7126	S7129	S7130	S7134	S7135	S7141	S7145	S7153	S7154	S7156	S7160	S7164	S7168	S7174	S7175A	S7175B	S7178A	S7178B	S7181	S7185	S7200	S7221	S7225	S7228	S7233	S7242A	S7242B	S7250	S7251	S7265	S7267	S7284	S7287	S7295	S7298	S7313	S7325	S7347	S7352	S7355	S7356	S7360	S7361	S7365	S7385	S7429	S7454	S7584	S7594	S7610	S7614	S7615	S7621	S7624	S7632	S7662	S7664	S7749	S7775	S7844	S7848	S7855	S7858	S7859	S7860	S7861	S7862	S7870	S7871	S7879	S7899	S7904	S7906	S7908	S7909	S7910	S7911	S7912
T_cell_receptor_signaling_pathway	506.28	596.47	342.80	358.20	692.68	534.11	484.63	579.18	726.44	563.73	640.52	315.82	553.93	633.46	637.28	443.22	526.76	587.28	549.14	692.98	586.56	421.89	672.30	469.20	656.16	517.39	479.24	607.97	482.86	688.51	517.20	499.28	577.20	750.09	685.33	562.79	580.02	461.88	299.41	653.73	511.82	488.82	478.81	567.80	576.91	580.25	224.84	338.06	629.69	626.81	345.67	551.59	600.39	579.73	639.79	568.23	498.59	686.04	453.64	530.65	668.82	332.35	628.45	566.98	455.61	481.04	822.53	675.55	482.57	528.82	522.89	720.56	415.17	801.38	770.10	546.98	509.19	411.15	458.20	417.00	449.97	685.68	494.62	598.12	549.26	359.03	453.91	420.43	607.73	561.06	551.57	292.85	421.42	606.39	531.11	583.41	519.65	559.61	460.70	751.42	617.82	743.35	470.12	331.75	518.42	558.11	730.32	602.75	518.51	619.38	367.25	499.67	388.87	488.61	399.56	657.89	386.98	291.32	105.31	160.70	478.89	492.57	331.54	231.16	85.24	414.03	477.05	265.33	132.62	410.97	513.38	256.68	184.95	380.83	336.05	382.03	463.35	140.17	274.19	187.56	156.44	306.43	344.99	442.30	581.81	368.67	336.35	435.27	504.82	319.19	166.74	507.25	262.87	448.67	340.34	454.28	374.81	266.27	476.74	524.49	241.86	288.06	480.87	527.81	501.64	353.95	326.24	462.28	434.66	157.97	285.07	495.19	248.59	511.67	588.13	334.15	378.72	515.27	197.61	475.68	662.24	308.34	426.71	190.32	498.74	347.15	265.14	411.00	259.48	580.09	447.22	309.89	485.99	577.71	336.00	409.21	399.22	311.06	313.39	524.75	318.19	361.72	578.94	374.51	104.62	288.01	367.90	123.23	634.33	544.93	494.09	573.30	677.30	521.19	480.94	576.13	645.16	483.48	482.65	554.24	446.60	453.77	614.90	575.80	434.37	567.40	500.81	605.58
B_cell_receptor_signaling_pathway	506.28	596.47	342.80	358.20	692.68	534.11	484.63	579.18	726.44	563.73	640.52	315.82	553.93	633.46	637.28	443.22	526.76	587.28	549.14	692.98	586.56	421.89	672.30	469.20	656.16	517.39	479.24	607.97	482.86	688.51	517.20	499.28	577.20	750.09	685.33	562.79	580.02	461.88	299.41	653.73	511.82	488.82	478.81	567.80	576.91	580.25	224.84	338.06	629.69	626.81	345.67	551.59	600.39	579.73	639.79	568.23	498.59	685.48	453.64	530.65	668.82	332.35	628.45	566.98	455.61	481.04	822.53	675.55	482.57	528.82	522.89	720.56	415.17	801.38	770.10	546.98	509.19	411.15	458.20	417.00	449.97	682.65	494.62	598.12	549.26	359.03	453.91	420.43	607.73	561.06	551.57	292.85	421.42	606.39	531.11	583.41	519.65	559.61	460.70	751.42	617.82	743.35	470.12	331.75	518.42	558.11	730.32	602.75	518.51	619.38	367.25	499.67	388.87	488.61	399.55	657.89	386.96	291.32	105.31	160.70	478.89	492.57	331.53	231.16	85.24	414.03	477.05	265.33	132.61	410.97	513.38	256.68	184.95	380.83	336.05	382.03	463.35	140.17	274.09	187.56	156.44	306.43	344.99	442.30	581.81	368.67	336.35	435.27	504.82	319.19	166.74	507.25	262.87	448.67	340.34	454.28	374.81	266.27	476.74	524.49	241.86	288.06	480.87	527.81	501.64	353.95	326.24	462.28	434.66	157.97	285.07	495.19	248.57	511.67	588.13	334.15	378.72	515.27	197.61	475.68	662.24	308.34	426.71	190.32	498.74	347.15	265.14	411.00	259.48	580.09	447.22	309.89	485.99	577.71	336.00	409.21	399.22	311.06	313.39	524.75	318.19	361.72	578.94	374.51	104.62	288.01	367.90	123.23	634.33	544.93	494.09	573.30	677.30	521.19	480.94	576.13	645.16	483.48	482.65	554.24	446.60	453.77	614.90	575.80	434.37	567.40	500.81	605.58
Fc_epsilon_RI_signaling_pathway	200.08	234.51	133.26	155.23	274.78	213.79	186.49	240.81	296.18	232.51	255.05	151.30	209.53	258.12	247.75	176.47	217.43	265.48	218.01	279.05	217.52	177.21	269.38	210.68	251.22	209.19	198.20	246.40	202.35	264.90	224.40	210.01	242.27	296.88	263.01	227.90	231.11	200.48	116.17	262.43	197.27	193.98	198.63	237.31	237.34	248.91	73.93	145.13	237.50	243.48	144.55	226.64	245.70	247.44	247.11	227.72	209.33	260.69	197.99	219.97	252.56	168.18	243.17	235.32	177.68	201.18	298.89	268.23	199.77	228.01	222.09	275.39	181.71	304.29	284.91	230.70	206.20	182.92	174.49	168.49	190.17	173.61	217.57	236.83	232.62	154.13	173.43	157.84	251.68	236.31	221.72	134.39	174.57	233.70	219.21	231.74	223.54	227.84	210.34	303.64	259.17	290.72	206.49	114.57	212.25	212.74	284.73	253.55	210.90	242.61	164.08	216.09	156.33	209.01	184.02	244.37	147.75	125.30	45.03	77.11	206.18	167.24	128.33	109.62	49.14	172.50	194.93	107.94	58.73	171.58	161.29	124.12	93.88	164.51	185.07	151.43	199.69	72.76	145.90	78.43	81.40	219.95	147.83	185.36	256.01	150.67	145.06	193.69	202.06	136.80	79.54	216.10	133.91	224.18	173.70	217.39	147.11	132.15	186.16	220.39	104.16	141.52	195.10	217.99	217.99	158.62	141.98	195.66	150.21	61.18	133.28	211.50	162.93	215.48	241.27	135.09	178.36	208.25	111.37	208.83	262.16	179.04	171.46	93.53	218.25	171.17	121.43	195.41	130.81	238.89	191.34	130.16	215.69	246.69	165.16	180.01	179.11	129.86	162.40	200.18	164.03	153.85	243.05	149.04	50.72	122.36	150.84	47.47	243.97	224.55	200.44	227.06	276.34	208.85	198.30	224.52	252.55	190.25	208.87	219.87	191.61	188.72	244.87	224.03	178.29	222.28	192.37	237.39
Fc_gamma_R_mediated_phagocytosis	358.79	433.06	244.71	277.43	529.54	386.14	348.85	454.33	550.52	425.03	447.55	268.11	374.07	499.63	478.14	321.01	403.67	461.66	402.16	511.96	398.17	310.90	490.07	361.67	433.89	371.42	363.47	451.32	369.48	491.56	411.31	378.86	464.65	547.53	482.45	435.35	426.14	356.07	210.65	479.00	347.12	339.20	344.21	430.32	439.87	441.25	182.13	258.20	421.72	454.55	255.05	422.96	436.94	444.78	454.31	407.52	384.01	552.64	352.75	395.27	452.49	284.51	438.51	437.12	313.50	368.48	585.36	508.56	358.30	392.13	396.41	558.75	364.24	567.95	498.77	425.44	371.47	320.49	324.63	307.89	329.89	542.74	379.92	432.48	440.58	274.36	312.87	278.54	470.80	447.51	418.38	239.99	320.58	414.83	390.34	446.59	393.02	401.28	362.10	552.04	481.38	564.63	358.00	220.32	384.22	386.87	527.02	470.54	378.56	446.58	283.59	379.48	285.71	371.60	305.28	460.80	268.75	228.33	77.73	132.90	391.39	321.66	238.08	180.69	74.76	321.90	369.59	206.61	100.88	315.35	332.42	210.59	166.08	289.79	309.04	287.77	366.17	120.44	239.28	137.49	130.77	294.47	275.29	348.41	452.20	279.86	264.52	346.02	386.49	245.06	138.00	395.64	230.07	380.23	297.75	359.11	281.57	217.02	359.04	410.59	184.65	251.66	363.60	413.99	393.42	276.83	264.68	366.33	284.87	115.39	232.21	397.72	215.50	410.38	463.32	276.17	302.90	394.20	179.84	376.82	489.64	283.04	309.69	165.90	401.44	277.75	215.31	337.53	221.48	450.04	347.90	237.96	389.27	450.19	255.80	331.11	303.80	240.18	274.07	375.23	261.94	265.59	454.83	279.90	90.24	204.72	275.50	86.69	438.62	417.04	366.14	416.25	517.08	396.75	362.00	402.05	475.25	340.78	381.93	392.25	347.84	347.49	457.12	424.57	311.13	409.76	333.00	437.33
Leukocyte_transendothelial_migration	358.68	432.98	239.63	277.27	529.44	385.85	346.57	454.16	550.38	425.03	447.27	267.04	373.33	499.52	478.11	320.46	403.34	461.65	402.13	511.74	397.29	301.51	489.97	361.31	433.77	371.33	363.34	451.32	369.42	491.42	411.11	378.70	464.20	546.94	482.31	434.84	426.13	355.90	209.00	478.03	346.43	339.03	344.04	430.24	439.69	441.09	164.78	256.80	421.66	453.93	254.86	422.95	436.93	444.78	450.64	407.39	384.01	543.82	352.75	394.74	451.45	279.68	438.50	437.04	313.50	368.21	584.21	508.53	357.58	392.08	396.22	558.16	348.04	565.88	498.73	425.40	370.39	320.39	323.07	307.79	329.76	504.48	379.92	430.55	440.54	273.64	312.12	278.48	470.52	447.49	418.32	239.54	320.57	414.51	389.96	446.51	393.00	400.86	362.08	551.41	481.32	564.48	357.50	217.39	383.79	386.28	525.58	470.51	378.44	441.79	283.53	378.14	283.61	371.35	304.37	460.77	268.22	227.27	74.86	128.69	391.39	316.91	237.96	166.31	74.20	321.88	369.59	206.58	99.92	298.86	331.20	205.03	135.94	284.08	282.95	287.63	365.95	120.06	217.33	134.56	128.47	247.09	274.93	348.36	451.08	271.30	264.51	342.81	386.22	244.92	137.94	394.37	223.87	351.19	289.87	359.05	281.45	216.04	355.95	410.57	175.55	250.37	363.28	413.76	393.39	276.74	264.65	365.94	282.79	114.07	222.95	397.70	207.72	407.53	461.56	271.59	273.76	392.11	179.82	376.80	478.48	270.64	309.15	162.73	400.03	277.75	215.05	331.71	211.95	449.81	347.85	236.99	388.70	450.19	255.47	328.49	290.32	240.03	274.07	375.23	261.94	256.99	454.17	278.15	87.71	204.72	275.48	85.49	438.56	417.00	366.03	415.96	516.92	396.70	361.93	402.01	475.13	340.67	380.71	392.21	347.81	347.47	457.01	424.48	311.07	409.63	332.22	436.07
Intestinal_immune_network_for_IgA_production	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Circadian_rhythm	199.60	234.38	129.78	153.22	274.46	212.59	186.74	240.38	295.95	229.65	254.42	148.51	209.28	257.27	247.31	175.07	216.54	256.71	214.00	278.64	215.71	168.22	268.20	202.88	251.39	207.79	196.69	245.14	200.59	264.83	220.46	208.51	240.84	296.88	263.01	226.85	230.35	199.50	114.72	262.28	197.02	193.41	196.61	235.46	234.31	247.60	58.48	142.70	237.45	243.44	142.35	226.06	245.38	245.85	246.89	227.68	207.51	258.10	195.14	217.87	251.34	160.10	242.84	234.45	177.76	199.92	299.15	267.34	197.07	222.84	219.49	275.32	179.93	304.18	284.91	229.79	206.02	180.22	173.18	167.71	187.59	159.65	215.81	236.78	231.37	153.11	173.63	157.88	250.40	234.09	220.84	133.50	173.37	233.01	218.59	231.48	219.18	227.80	207.37	303.39	258.39	290.71	202.37	114.15	211.34	210.95	284.70	247.94	208.63	239.69	157.68	215.57	156.40	203.35	175.10	244.37	147.03	123.37	42.21	72.30	204.97	165.08	127.92	96.44	46.66	170.36	192.84	106.82	56.95	156.41	164.97	118.66	66.38	158.44	159.50	151.03	197.86	69.28	124.89	75.81	79.00	183.05	145.87	183.77	245.85	146.68	143.24	189.40	201.70	134.47	79.02	211.73	126.05	196.56	165.56	213.01	146.78	128.30	184.21	217.24	95.18	139.74	194.53	217.31	216.37	155.53	140.74	193.32	149.16	60.83	124.00	207.65	154.97	211.31	237.54	130.91	149.35	206.25	101.78	201.73	251.76	162.86	169.84	89.84	213.77	160.01	120.51	188.34	120.95	235.81	188.34	129.65	214.31	243.03	147.31	176.09	167.72	128.55	160.95	199.83	161.38	147.62	239.16	147.31	48.20	121.34	149.60	46.35	243.87	220.41	199.79	226.58	275.87	208.72	196.49	224.31	252.43	189.98	203.75	219.73	188.97	186.68	244.51	223.98	177.75	222.20	191.65	237.14
Circadian_entrainment	212.07	238.97	136.52	157.91	278.48	216.90	198.17	243.08	299.40	234.83	262.81	152.43	218.47	259.10	250.64	183.02	220.26	262.65	220.98	288.81	224.04	193.15	278.39	210.04	256.93	211.80	203.87	249.75	205.33	271.72	225.51	213.24	242.59	306.45	274.96	230.20	236.14	203.10	125.65	272.73	208.71	202.98	204.22	241.90	241.86	253.20	79.20	145.88	245.24	253.78	144.73	229.26	262.27	250.09	259.96	244.40	211.18	258.44	197.98	224.20	270.62	171.15	252.76	238.01	188.55	205.31	311.67	275.80	208.47	232.08	226.04	276.13	196.55	324.36	295.40	234.61	219.36	187.55	184.38	172.48	194.30	160.84	220.06	247.86	233.19	161.42	182.08	167.41	252.33	235.68	226.09	139.31	177.34	249.15	231.43	236.94	227.57	234.08	216.95	326.03	261.46	293.61	205.52	119.28	217.31	223.34	306.16	252.92	213.62	259.19	162.55	233.00	163.49	212.03	182.82	252.59	153.40	128.89	47.77	80.73	206.30	183.46	131.44	120.97	47.84	173.36	195.14	107.89	58.96	183.14	180.95	144.82	102.83	171.10	194.25	154.60	199.88	70.68	153.24	81.18	82.78	241.93	148.44	188.63	250.81	159.24	145.90	197.86	204.09	136.73	79.86	215.97	136.78	234.13	185.63	218.14	149.20	131.06	188.35	219.37	111.20	144.73	197.67	218.95	218.60	157.94	141.49	197.26	164.12	64.92	140.29	208.72	165.65	216.10	241.84	139.16	192.73	210.24	105.81	205.53	267.52	180.04	174.20	95.79	218.09	168.82	123.71	197.45	133.03	239.52	191.80	132.41	216.53	245.79	167.17	181.74	189.65	131.04	163.35	200.91	165.79	162.15	243.82	156.41	53.17	128.77	153.35	50.44	254.57	225.41	205.51	235.43	279.57	212.44	200.57	238.38	258.63	202.64	214.34	229.27	191.45	189.23	249.22	230.49	181.62	229.76	201.97	246.51
Inflammatory_mediator_regulation_of_TRP_channels	158.78	168.11	111.41	87.83	167.45	153.56	146.30	128.08	179.68	147.43	202.01	55.04	189.05	136.57	162.91	132.07	127.35	140.32	157.93	191.73	199.41	154.19	193.53	122.70	228.13	151.39	124.59	162.52	119.86	204.06	114.83	126.67	116.05	211.93	214.77	132.34	160.43	110.45	102.52	185.01	176.78	159.69	144.22	145.80	147.56	145.94	88.60	85.12	215.83	182.39	94.43	132.41	180.66	140.66	201.24	177.40	120.06	118.05	106.84	143.64	237.87	71.69	200.19	134.02	153.06	118.91	244.83	176.33	137.92	151.10	135.88	162.08	85.40	252.82	281.81	127.17	151.57	100.74	145.49	114.69	129.41	126.34	120.56	176.08	111.77	94.56	149.64	151.53	139.92	117.34	139.27	59.86	105.95	208.56	154.17	142.43	139.40	163.75	111.11	222.03	140.28	181.67	119.23	116.32	139.67	185.69	223.26	142.82	147.16	197.32	96.39	139.95	109.83	131.59	111.25	205.30	127.69	71.26	38.93	47.86	90.04	195.40	97.97	99.82	14.84	97.32	111.86	60.90	37.95	152.01	192.11	85.52	108.75	115.83	113.45	98.33	101.40	24.95	103.00	62.90	33.90	177.78	74.58	100.38	145.65	115.60	76.31	105.05	121.34	79.12	30.14	120.95	57.57	162.02	78.58	104.66	96.24	56.87	126.60	119.22	91.87	44.11	121.27	116.54	112.06	82.72	63.54	102.65	167.76	48.77	87.72	102.40	61.18	113.06	134.95	71.06	177.24	129.08	31.41	109.75	209.91	70.73	124.12	37.11	107.45	89.37	54.16	95.49	73.11	138.33	105.82	75.57	100.88	133.86	121.38	90.22	154.84	74.83	43.18	151.11	63.31	125.03	133.22	107.16	24.46	91.75	97.37	42.94	206.63	137.03	134.55	166.62	164.30	128.33	124.82	188.44	176.17	155.65	117.33	171.59	103.91	110.86	162.81	157.75	127.58	165.09	179.53	177.63
Regulation_of_actin_cytoskeleton	504.50	596.35	340.83	357.97	692.55	533.89	480.80	579.08	726.39	563.71	640.24	315.37	552.94	633.41	637.24	443.13	526.08	587.26	549.08	692.90	586.56	421.75	672.14	469.04	655.98	517.32	479.23	607.97	482.78	688.51	516.94	499.14	577.07	749.30	685.13	562.78	580.00	461.76	299.15	652.43	511.26	488.59	478.61	567.76	576.67	580.11	217.21	336.31	629.65	625.94	344.71	551.58	600.38	579.60	638.58	568.04	498.59	663.16	453.63	529.94	668.81	332.25	628.43	566.63	455.60	480.46	816.17	675.51	481.40	528.76	522.79	719.27	415.05	798.41	770.05	546.84	507.79	411.10	456.05	416.92	449.87	638.43	494.47	595.50	549.23	358.87	452.83	420.42	607.24	561.02	551.46	292.70	421.35	606.04	530.68	583.20	519.64	558.30	460.65	750.55	617.74	743.23	469.47	328.12	516.57	557.78	727.34	602.73	518.33	616.69	367.16	499.16	386.02	488.56	398.97	657.84	386.69	291.07	105.28	160.60	478.89	491.72	331.52	228.42	85.20	413.99	477.05	265.29	132.20	408.86	499.03	256.49	180.70	380.78	336.05	381.99	463.25	140.10	271.68	187.10	156.18	306.43	344.99	442.29	581.58	365.28	336.33	435.11	504.79	319.14	166.72	506.59	262.85	448.00	339.93	454.19	374.81	266.25	476.46	524.49	241.67	287.68	480.85	527.81	501.59	353.95	326.20	462.28	434.46	157.73	285.06	495.17	248.46	511.63	588.13	330.18	378.31	515.19	197.60	475.66	662.20	308.00	426.92	190.18	498.57	347.15	265.07	411.00	259.48	579.90	447.22	309.30	485.99	577.64	336.30	409.14	398.99	311.04	313.39	524.90	318.19	361.25	578.84	374.49	104.51	288.01	367.85	123.22	634.33	544.90	493.98	573.24	677.05	521.17	480.87	576.06	644.98	483.36	482.34	554.12	446.60	453.73	614.75	575.68	434.23	567.08	500.64	603.95
Insulin_signaling_pathway	1084.13	1248.53	970.70	819.85	1436.03	1201.11	1058.01	1234.08	1487.20	1232.02	1381.40	808.80	1210.32	1330.12	1312.18	953.54	1116.83	1279.38	1152.60	1432.58	1201.25	906.47	1438.71	1070.64	1422.02	1154.53	1024.24	1329.24	1050.72	1434.09	1194.57	1088.21	1253.01	1547.42	1411.56	1209.02	1239.06	995.58	608.31	1385.71	1084.46	1039.46	1047.82	1226.55	1228.97	1229.81	564.69	798.14	1344.38	1306.12	813.99	1179.95	1230.39	1247.83	1354.06	1156.64	1097.11	1305.48	1018.09	1211.67	1381.36	850.22	1317.64	1223.14	941.73	1031.88	1688.64	1392.00	1043.97	1143.91	1159.84	1462.55	1053.38	1642.95	1661.49	1164.21	1081.15	915.01	969.83	874.63	1010.17	1402.95	1094.20	1255.36	1220.22	790.94	962.57	885.77	1298.49	1234.40	1185.79	707.41	917.58	1245.18	1147.62	1249.00	1130.99	1147.21	1020.94	1546.86	1323.51	1527.66	1122.61	742.21	1097.20	1194.20	1484.44	1275.18	1168.19	1311.20	826.24	1143.34	866.40	1088.07	981.69	1366.20	883.54	717.20	253.07	396.14	1064.65	1022.78	695.50	601.92	252.15	907.92	1022.45	561.27	303.62	986.94	1164.96	708.51	572.61	926.27	970.87	788.93	993.80	375.96	801.45	452.00	438.52	1235.68	769.55	979.81	1218.59	879.49	765.26	980.69	1059.46	729.69	400.46	1118.28	707.89	1147.88	939.25	1056.42	780.01	637.48	1019.13	1174.94	582.39	760.07	1009.12	1133.76	1121.86	841.86	730.99	1011.72	889.33	346.77	724.81	1124.28	827.91	1118.73	1249.99	811.40	951.83	1063.93	522.76	1066.92	1444.78	863.54	976.50	497.37	1106.03	802.36	659.36	963.52	660.99	1226.44	982.87	678.89	1078.10	1266.94	759.57	918.48	917.03	678.40	835.23	1131.79	817.48	812.58	1243.23	839.33	287.11	668.08	786.82	265.60	1333.82	1189.02	1065.61	1198.66	1417.12	1091.50	1056.00	1195.73	1335.47	997.82	1059.76	1182.51	1010.48	1011.37	1291.15	1177.21	927.56	1176.65	1063.87	1276.60
Insulin_secretion	120.83	131.60	64.64	111.18	172.97	123.15	124.81	154.58	160.42	150.54	146.28	122.07	120.06	169.88	148.70	106.80	144.47	171.48	132.10	169.25	127.37	114.59	174.61	178.17	113.75	127.83	129.48	148.95	132.83	150.27	181.81	143.56	160.01	177.97	149.04	150.17	144.25	142.40	69.95	163.10	104.42	110.97	122.77	154.26	158.45	168.13	64.85	95.21	117.63	147.45	103.43	141.68	151.26	176.24	146.36	134.24	145.78	97.65	152.14	148.77	141.67	135.18	133.63	154.27	95.62	134.55	170.63	167.36	142.53	159.58	162.77	173.31	133.66	191.78	133.41	167.86	125.85	128.71	103.08	99.86	112.59	126.91	155.10	135.09	162.07	95.97	96.56	83.33	176.12	163.98	148.98	90.17	121.80	126.76	131.21	142.21	141.11	146.68	139.28	188.92	173.27	174.80	135.19	66.74	129.81	137.76	173.48	161.82	139.99	152.72	120.97	154.11	96.34	162.71	130.82	139.37	87.66	85.40	29.40	52.63	136.34	106.13	77.94	87.83	46.23	118.00	133.88	71.43	35.01	116.85	128.96	99.79	83.48	112.03	153.87	90.95	143.25	59.43	111.84	46.78	57.48	159.13	95.99	123.37	159.21	106.06	104.32	145.89	125.48	84.40	55.81	146.69	114.88	167.18	132.25	161.21	90.42	99.30	110.69	164.95	75.74	111.93	122.67	141.92	145.76	100.08	101.40	133.77	91.28	40.33	97.39	176.97	103.46	140.83	163.83	105.98	130.67	130.80	92.26	157.46	156.40	156.49	95.24	70.08	150.58	125.59	80.62	138.99	94.42	155.88	127.47	93.45	147.61	171.12	120.40	122.35	105.01	90.13	120.10	109.72	107.69	103.67	160.94	80.32	38.31	72.90	96.77	29.95	129.56	163.71	123.11	133.08	180.99	126.94	120.82	131.61	150.93	111.80	139.21	125.81	137.25	134.13	154.25	133.63	91.23	131.86	98.44	142.48
GnRH_signaling_pathway	212.55	239.11	140.23	160.12	278.80	218.11	198.36	243.53	299.63	238.04	263.45	155.27	218.72	259.96	251.09	184.45	221.15	271.42	224.98	289.23	225.91	202.74	279.57	217.84	257.04	213.20	205.40	251.01	207.09	271.80	229.46	214.74	244.05	306.45	274.96	231.29	236.90	204.09	127.20	272.89	208.97	203.54	206.24	243.75	244.89	254.52	95.68	148.30	245.29	253.82	146.93	229.84	262.59	251.69	260.19	244.43	213.00	263.30	200.96	226.30	271.91	179.53	253.10	238.87	188.55	206.57	311.72	276.69	211.18	237.26	228.73	276.20	198.32	324.47	295.40	235.51	219.88	190.25	185.77	173.27	196.90	187.16	221.82	247.91	234.44	162.49	182.22	167.41	253.60	237.89	226.97	140.22	178.55	249.89	232.04	237.20	231.94	234.11	219.92	326.28	262.24	293.62	209.63	119.73	218.23	225.15	306.19	258.53	215.89	262.29	169.70	233.93	163.62	217.69	191.79	252.59	154.12	130.88	50.76	85.80	207.51	185.78	131.86	134.58	50.41	175.53	197.24	109.01	60.79	199.25	182.76	150.60	132.15	177.53	221.48	155.01	201.71	74.18	175.81	83.95	85.32	290.13	150.41	190.22	261.03	166.15	147.72	202.34	204.44	139.16	80.38	220.40	145.03	263.57	194.25	222.53	149.53	134.96	190.43	222.52	120.76	146.52	198.25	219.64	220.22	161.04	142.73	199.60	165.25	65.43	150.16	212.58	174.07	220.43	245.80	143.59	223.58	212.37	115.40	212.62	278.59	197.00	176.06	99.66	222.64	179.97	124.64	204.89	143.30	242.60	194.80	132.92	217.94	249.44	185.40	185.81	201.80	132.37	164.80	201.41	168.44	168.78	247.74	158.25	55.83	129.79	154.58	51.63	254.67	229.55	206.28	235.93	280.04	212.58	202.37	238.65	258.75	202.91	219.46	229.41	194.09	191.27	249.58	230.53	182.16	229.84	202.77	246.82
