OTUID	logFC	logCPM	PValue	FDR	level	Kingdom	Phylum	Class	Order	Family	Genus	Species	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_647	0.158	7.825	0.782014850830649	0.936119198259401	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.018	0.017	0.055	0.006	0.01	0.019	0.008	0.014	0.014	0.018	0.017	0.028	0.011	0.014
ASV_1370	0.284	6.86	0.782334143002488	0.936119198259401	NotSig	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Unassigned	0.006	0.006	0	0.006	0.029	0	0.003	0	0.008	0.005	0.017	0.003	0	0.003
ASV_1491	0.213	6.52	0.782811618074159	0.936119198259401	NotSig	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter_taibaiensis	0.004	0.004	0.003	0.008	0	0.003	0	0.011	0.005	0.003	0.006	0	0.005	0.003
ASV_61	-0.112	11.508	0.78342390445895	0.936119198259401	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum_suwonense	0.254	0.306	0.229	0.224	0.164	0.199	0.489	0.219	0.313	0.37	0.335	0.259	0.2	0.358
ASV_264	-0.127	9.269	0.783499850152986	0.936119198259401	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	0.055	0.06	0.046	0.143	0.057	0.029	0.016	0.041	0.084	0.053	0.039	0.069	0.062	0.055
ASV_1424	0.167	6.834	0.783540847875401	0.936119198259401	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	Nannocystis_exedens	0.007	0.006	0.009	0.014	0.003	0.005	0	0.008	0.011	0.005	0.006	0.003	0.005	0.005
ASV_813	-0.182	7.454	0.783642760290191	0.936119198259401	NotSig	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Turneriella	Turneriella_parva	0.01	0.013	0.006	0.003	0.018	0.011	0.018	0.005	0.016	0.024	0.022	0.008	0.003	0.005
ASV_2156	-0.205	6.504	0.783835269390141	0.936119198259401	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.003	0.004	0	0	0.003	0.005	0.008	0.003	0.003	0.003	0.008	0.003	0.003	0.005
ASV_2339	-0.258	6.693	0.784267060639972	0.936209907687734	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	Rhodanobacter_denitrificans	0.004	0.005	0	0	0.008	0.008	0.008	0	0.003	0.016	0.003	0	0.003	0.008
ASV_623	0.167	7.683	0.785144016847823	0.936550403060506	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Unassigned	Unassigned	0.016	0.015	0.027	0.02	0.013	0.019	0.003	0.016	0.038	0.003	0.019	0.003	0.014	0.014
ASV_750	-0.172	7.606	0.785776250602221	0.936550403060506	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter_fusiformis	0.013	0.015	0.015	0.006	0.005	0.003	0.013	0.036	0.016	0.018	0.03	0.006	0.014	0.008
ASV_1824	-0.17	7.048	0.786037466911269	0.936550403060506	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioides_caricicola	0.007	0.009	0.006	0.014	0.005	0.005	0.003	0.011	0.014	0	0.011	0.008	0.016	0.003
ASV_838	0.15	7.523	0.786969205555834	0.936550403060506	NotSig	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unassigned	Unassigned	Unassigned	0.014	0.013	0.018	0.022	0.003	0.016	0.005	0.019	0.011	0.005	0.008	0.017	0.024	0.011
ASV_1257	0.166	7.091	0.787084759236565	0.936550403060506	NotSig	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Turneriella	Turneriella_parva	0.009	0.008	0.009	0.008	0	0.016	0.003	0.016	0.005	0.003	0.011	0.014	0.005	0.011
ASV_1742	0.156	7.252	0.787104280141864	0.936550403060506	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Unassigned	0.01	0.009	0.003	0.011	0.013	0.013	0.008	0.011	0.003	0.011	0.006	0.006	0.019	0.014
ASV_2376	0.22	6.53	0.787544992724989	0.936550403060506	NotSig	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Unassigned	0.004	0.004	0.009	0.003	0	0.008	0	0.005	0.005	0.005	0.008	0	0.003	0
ASV_1028	0.14	7.378	0.787737001069664	0.936550403060506	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	0.011	0.011	0.012	0.014	0.008	0.005	0.013	0.016	0.005	0.013	0.008	0.014	0.016	0.008
ASV_2257	0.195	7.055	0.787756002270201	0.936550403060506	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	Unassigned	0.008	0.008	0.024	0.003	0.005	0.008	0.005	0.005	0.011	0	0.017	0	0.014	0.005
ASV_2760	-0.338	6.136	0.7884979103149	0.936605100729254	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.002	0.002	0.009	0	0	0	0	0	0.003	0.005	0	0	0.003	0
ASV_1199	-0.18	7.059	0.788513986360813	0.936605100729254	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	0.007	0.009	0.006	0.011	0.003	0.005	0.005	0.014	0.016	0.005	0.008	0	0.019	0.003
ASV_1565	-0.173	7.5	0.789311128351515	0.936718397301877	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.011	0.014	0.003	0.006	0.023	0.008	0.005	0.022	0.003	0.008	0.014	0.03	0.011	0.019
ASV_924	-0.184	7.492	0.789321431705914	0.936718397301877	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	0.012	0.014	0.006	0.036	0.016	0.008	0.005	0	0.019	0.008	0.025	0.022	0.003	0.008
ASV_2422	-0.18	6.695	0.790227328125126	0.936953152742904	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.005	0.005	0	0.011	0.003	0.005	0.003	0.005	0.003	0.005	0.003	0.006	0.011	0.005
ASV_1397	0.186	6.769	0.790594619313239	0.936953152742904	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.006	0.005	0.006	0.014	0	0.008	0.003	0.005	0.003	0.003	0.017	0.006	0.003	0.003
ASV_1300	-0.138	7.105	0.791111311041579	0.936953152742904	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.008	0.009	0.006	0.008	0.008	0.008	0.003	0.014	0.008	0.011	0.008	0.006	0.011	0.011
ASV_2378	-0.221	6.559	0.791470229612179	0.936953152742904	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio	Ferrovibrio_denitrificans	0.004	0.005	0.009	0.006	0	0	0.003	0.005	0.005	0.003	0	0	0.008	0.011
ASV_534	0.257	6.951	0.791737581069153	0.936953152742904	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Unassigned	0.007	0.007	0.006	0	0.018	0	0.016	0	0.005	0.003	0.003	0.011	0	0.019
ASV_911	0.163	7.386	0.791750241111305	0.936953152742904	NotSig	Bacteria	Bacteroidetes	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.011	0.011	0.012	0.003	0.01	0.027	0.01	0.005	0.008	0.016	0.008	0.003	0.016	0.014
ASV_1344	-0.151	7.071	0.792012091106126	0.936953152742904	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	0.007	0.009	0.003	0.008	0.013	0.005	0.005	0.008	0.011	0.013	0.006	0.003	0.011	0.008
ASV_2136	-0.204	6.569	0.794085289872245	0.937926934873627	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Unassigned	0.004	0.005	0.006	0.006	0.003	0.003	0.005	0	0.008	0.005	0.011	0	0.003	0
ASV_2878	-0.251	6.357	0.794107813233402	0.937926934873627	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.002	0.003	0	0	0	0	0.01	0.003	0.003	0	0.006	0.006	0.003	0.003
ASV_2698	-0.317	6.024	0.79422308067919	0.937926934873627	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.001	0.001	0	0	0	0.005	0	0	0	0	0.006	0	0	0.003
ASV_2561	0.232	6.857	0.794282854595154	0.937926934873627	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Cohnella	Unassigned	0.006	0.006	0.012	0	0.003	0.011	0.008	0.005	0	0	0.011	0	0.019	0.005
ASV_2101	0.205	6.717	0.794617688268078	0.937926934873627	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga_lupini	0.006	0.005	0.018	0.008	0.003	0	0.003	0.003	0.005	0.003	0	0.006	0.003	0.014
ASV_700	-0.115	7.881	0.795468339831536	0.938509956097207	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	0.017	0.02	0.018	0.017	0.018	0.021	0.013	0.014	0.024	0.013	0.022	0.025	0.019	0.014
ASV_1887	0.229	6.539	0.796823806419481	0.93944077581971	NotSig	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter_arvalis	0.004	0.004	0.012	0	0.005	0.003	0	0.005	0.005	0	0	0.003	0.011	0.003
ASV_406	-0.113	8.459	0.796985640135001	0.93944077581971	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	0.029	0.032	0.052	0.036	0.016	0.011	0.018	0.041	0.035	0.029	0.036	0.036	0.022	0.035
ASV_1578	0.13	7.681	0.797328488181456	0.93944077581971	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	0.016	0.015	0.021	0.02	0.018	0.008	0.008	0.019	0.003	0.016	0.025	0.017	0.016	0.014
ASV_2231	0.201	6.711	0.797778861926934	0.939550665053609	NotSig	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Unassigned	Unassigned	0.005	0.005	0.003	0.017	0.008	0	0.003	0.003	0.003	0.003	0.017	0.003	0.003	0.003
ASV_847	0.139	8.197	0.798762982414457	0.94028877258722	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	0.024	0.023	0.012	0.042	0.042	0.019	0.01	0.022	0.019	0.016	0.008	0.036	0.043	0.016
ASV_1580	-0.247	6.751	0.799596925379712	0.940535392633757	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	0.005	0.006	0.006	0	0.003	0.005	0.008	0.005	0.003	0	0.03	0.006	0	0
ASV_1934	-0.2	6.484	0.799687447100614	0.940535392633757	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Unassigned	0.003	0.004	0.006	0.003	0.005	0	0.003	0.003	0	0	0.008	0.003	0.003	0.011
ASV_2032	-0.251	6.416	0.800696042905683	0.940944741521535	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pseudorhodoferax	Unassigned	0.003	0.004	0.015	0	0	0	0.003	0	0.003	0	0.003	0.006	0.003	0.008
ASV_603	0.138	7.894	0.801137712139915	0.940944741521535	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Unassigned	Unassigned	0.019	0.018	0.027	0.031	0.01	0.008	0.01	0.03	0.016	0.026	0.022	0.014	0.024	0.003
ASV_265	-0.112	9.246	0.801379094947939	0.940944741521535	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Steroidobacter_denitrificans	0.051	0.06	0.058	0.045	0.067	0.093	0.023	0.022	0.062	0.053	0.061	0.039	0.043	0.104
ASV_502	-0.145	8.049	0.801466045514922	0.940944741521535	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Unassigned	0.02	0.023	0.018	0.048	0.016	0.021	0.01	0.008	0.014	0.008	0.022	0.039	0.046	0.008
ASV_9	-0.088	13.673	0.803955798930623	0.943209819455265	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	Unassigned	1.266	1.381	1.049	2.24	0.919	1.177	0.699	1.51	1.589	0.858	1.217	1.183	2.042	1.398
ASV_1837	-0.218	6.702	0.804164595353532	0.943209819455265	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	0.005	0.005	0	0.011	0.01	0	0	0.005	0.003	0.011	0.008	0.003	0.008	0
ASV_2622	0.256	6.395	0.804470860835277	0.943209819455265	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium_neotropicale	0.003	0.003	0.003	0	0.003	0.013	0	0	0.003	0.008	0	0.003	0	0.003
ASV_1123	-0.165	6.953	0.805747264185263	0.9442855465797	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.006	0.008	0.003	0.003	0.003	0.021	0.003	0.005	0.011	0.005	0.014	0.006	0.005	0.005
ASV_968	-0.198	6.712	0.806310137954938	0.944300445105079	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Unassigned	Unassigned	0.005	0.006	0.009	0.006	0	0.003	0.008	0.003	0.005	0	0.019	0.003	0	0.008
ASV_4	-0.11	14.602	0.806762582410091	0.944300445105079	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Rhizobacter	Unassigned	2.268	2.582	4.368	1.121	1.389	2.013	3.332	1.384	3.034	3.824	1.516	1.588	3.012	2.518
ASV_2278	-0.172	6.678	0.80683671630415	0.944300445105079	NotSig	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Ignavibacterium_album	0.005	0.005	0.006	0.011	0.003	0.003	0	0.005	0.003	0.003	0.014	0.008	0.003	0.003
ASV_1716	0.186	6.662	0.807719985908344	0.944913865240042	NotSig	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta	0.005	0.005	0	0.008	0.003	0.013	0	0.005	0.005	0.008	0.003	0.006	0	0.005
ASV_144	0.103	9.982	0.80861030978863	0.945534988912838	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	0.094	0.094	0.137	0.042	0.049	0.125	0.124	0.088	0.138	0.098	0.089	0.083	0.089	0.068
ASV_2463	-0.197	6.711	0.81128522155795	0.94709353378487	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unassigned	0.005	0.005	0.009	0	0	0.005	0.003	0.011	0.003	0.011	0	0.011	0.005	0.003
ASV_1877	-0.286	6.415	0.811383209381682	0.94709353378487	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.003	0.004	0.009	0	0	0.003	0	0.005	0	0	0	0	0.011	0.011
ASV_291	0.102	9.25	0.811708580772489	0.94709353378487	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Rhodanobacter	Rhodanobacter_denitrificans	0.054	0.055	0.058	0.036	0.047	0.037	0.08	0.066	0.095	0.048	0.044	0.039	0.057	0.046
ASV_457	-0.115	8.534	0.812016144194056	0.94709353378487	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioides_jensenii	0.029	0.034	0.015	0.053	0.039	0.021	0.026	0.022	0.038	0.029	0.061	0.036	0.03	0.011
ASV_381	-0.103	8.571	0.81210492285987	0.94709353378487	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.031	0.035	0.037	0.036	0.021	0.048	0.013	0.033	0.027	0.042	0.058	0.028	0.03	0.025
ASV_918	-0.169	7.382	0.812525006532179	0.94709353378487	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Steroidobacter_agariperforans	0.011	0.013	0.006	0.008	0.005	0.008	0.003	0.033	0	0.008	0.036	0.014	0.008	0.011
ASV_1385	0.161	6.965	0.81290169298238	0.94709353378487	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Methyloceanibacter	Methyloceanibacter_caenitepidi	0.007	0.007	0.003	0.003	0.003	0.019	0.003	0.014	0.008	0.011	0.008	0.003	0.008	0.003
ASV_2877	0.22	6.458	0.813299730505605	0.94709353378487	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	0.004	0.003	0.006	0.011	0	0	0.005	0	0	0.008	0.003	0	0.003	0.005
ASV_2317	-0.186	6.68	0.813337578895776	0.94709353378487	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.005	0.005	0	0.014	0	0.005	0.003	0.005	0.008	0	0.008	0.011	0.003	0.003
ASV_68	0.092	11.225	0.813542906253822	0.94709353378487	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.232	0.239	0.226	0.252	0.301	0.148	0.205	0.26	0.151	0.219	0.48	0.127	0.179	0.281
ASV_1319	-0.156	7.047	0.814195547116066	0.947273372865207	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus	0.008	0.009	0.015	0.011	0.003	0	0.005	0.011	0.005	0.008	0.008	0.019	0	0.011
ASV_2337	-0.186	6.561	0.814500179914487	0.947273372865207	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.005	0	0.006	0.005	0.008	0.003	0	0.008	0	0.008	0	0.005	0.005
ASV_1944	-0.165	6.693	0.815115917279202	0.947273372865207	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Unassigned	Unassigned	0.005	0.005	0.012	0.006	0.005	0.005	0	0	0	0.005	0.006	0.006	0.008	0.008
ASV_1032	-0.133	7.666	0.815338655188625	0.947273372865207	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.014	0.016	0.021	0.022	0.008	0.019	0.005	0.011	0.011	0.016	0.025	0	0.022	0.025
ASV_1305	0.192	7.012	0.815497601497413	0.947273372865207	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.008	0.007	0.009	0.028	0.008	0	0.003	0.003	0	0.008	0.008	0.019	0	0.008
ASV_1286	-0.185	7.242	0.816379825009299	0.947879664430479	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Unassigned	0.008	0.011	0.003	0.003	0.013	0	0.023	0.005	0.003	0.005	0.008	0.003	0.022	0.025
ASV_2163	0.31	6.292	0.816909207719268	0.948075926559062	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	0.003	0.002	0	0.003	0	0	0	0.014	0	0	0.008	0.006	0	0
ASV_1594	-0.225	6.623	0.817582819920295	0.948439329457802	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.005	0.003	0.008	0	0.013	0	0	0.008	0	0	0.003	0.011	0.008
ASV_2294	-0.147	7.019	0.818426650182082	0.948999786967412	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	0.007	0.008	0.009	0.003	0.003	0.003	0.01	0.014	0.008	0.003	0.006	0.006	0.019	0.008
ASV_1538	-0.157	7.179	0.819045208221718	0.949191873964342	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Unassigned	Unassigned	Unassigned	0.008	0.01	0.012	0.003	0	0.003	0.013	0.019	0.008	0.003	0.017	0.006	0.019	0.008
ASV_686	-0.135	7.794	0.819313852441285	0.949191873964342	NotSig	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Unassigned	Unassigned	0.015	0.018	0.015	0.011	0.008	0.016	0.028	0.011	0.022	0.032	0.011	0.028	0.005	0.008
ASV_2374	0.212	6.458	0.819901864724589	0.949313458797019	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.003	0.012	0.003	0	0	0	0.008	0.005	0.005	0	0.006	0	0.003
ASV_1051	-0.127	7.534	0.820448362349353	0.949313458797019	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Unassigned	Unassigned	0.012	0.014	0.012	0.017	0.008	0.011	0.008	0.019	0.014	0.013	0.022	0.022	0.014	0
ASV_2811	-0.147	7.331	0.820501256292064	0.949313458797019	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.01	0.012	0.009	0.011	0.013	0.003	0	0.025	0.008	0.013	0.011	0.003	0.011	0.025
ASV_1355	-0.14	7.298	0.821536573501693	0.950020872825152	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	0.009	0.011	0.003	0.014	0.018	0.013	0.003	0.005	0.024	0.003	0.014	0.006	0.011	0.011
ASV_2402	0.207	6.389	0.821834856157372	0.950020872825152	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.003	0.003	0.003	0.008	0.005	0	0	0.003	0.003	0.005	0	0	0.008	0
ASV_1948	-0.206	6.766	0.822826230210526	0.95074914874128	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Unassigned	0.005	0.006	0.009	0.003	0.003	0	0	0.016	0.008	0	0.003	0.008	0	0.019
ASV_1562	-0.178	6.634	0.823225852682104	0.95079333556041	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	0.004	0.005	0	0.006	0.01	0.005	0	0.003	0.003	0	0.006	0.011	0.008	0.003
ASV_1941	-0.225	6.412	0.825150179841292	0.951946400708991	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unassigned	Unassigned	0.003	0.004	0.012	0	0	0.003	0.003	0	0	0.003	0.003	0.003	0	0.014
ASV_14	-0.076	13.364	0.825209547651398	0.951946400708991	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	0.967	1.096	0.911	0.881	0.909	0.968	1.165	0.968	0.948	1.45	1.148	1.288	0.856	0.887
ASV_143	-0.095	10.203	0.825429162551825	0.951946400708991	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Permianibacter	Permianibacter_aggregans	0.101	0.117	0.104	0.062	0.086	0.098	0.153	0.107	0.17	0.148	0.055	0.096	0.127	0.104
ASV_2230	0.193	6.513	0.825671488566294	0.951946400708991	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.004	0.003	0.017	0.005	0	0	0	0.005	0	0.003	0.003	0.005	0.005
ASV_2827	-0.24	6.13	0.826571437066027	0.952349164061807	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp17	Unassigned	Unassigned	Gp17	Unassigned	0.001	0.002	0	0.003	0.003	0	0.003	0	0.008	0	0.003	0	0	0
ASV_1821	0.181	6.656	0.826932169537801	0.952349164061807	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	0.005	0.005	0.006	0.014	0.008	0.003	0	0	0.005	0	0.003	0.014	0.003	0.003
ASV_1313	0.435	7.71	0.827106742638248	0.952349164061807	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	0.021	0.015	0	0.123	0	0	0	0	0	0	0	0	0	0.09
ASV_525	-0.122	7.9	0.828663262781618	0.95340933877626	NotSig	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unassigned	Unassigned	Unassigned	0.018	0.02	0.027	0.028	0.005	0.011	0.005	0.033	0.019	0.024	0.028	0.003	0.024	0.022
ASV_572	-0.168	8.019	0.829187309410871	0.95340933877626	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_nepotum	0.017	0.023	0.03	0	0.021	0.003	0.047	0.003	0.008	0.026	0.044	0.033	0.008	0.016
ASV_1534	0.119	8.639	0.829194824725903	0.95340933877626	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Catellatospora	Unassigned	0.036	0.034	0.021	0.059	0.031	0.066	0.003	0.036	0.046	0.032	0.064	0.011	0.027	0.027
ASV_1512	-0.141	7.437	0.830276603208757	0.95340933877626	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.011	0.013	0.006	0.008	0.013	0.011	0.008	0.019	0.016	0	0.014	0.036	0.003	0.011
ASV_1302	-0.148	7.346	0.830460763469309	0.95340933877626	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.011	0.012	0.009	0.028	0.005	0.021	0	0	0.008	0.013	0.006	0.017	0.011	0.016
ASV_1218	0.133	7.429	0.830505620442528	0.95340933877626	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Unassigned	Unassigned	0.013	0.012	0.034	0.008	0	0.021	0.003	0.011	0.014	0.008	0.011	0.014	0.008	0.016
ASV_2347	-0.117	7.142	0.830564121807369	0.95340933877626	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Unassigned	Unassigned	0.008	0.01	0.015	0.011	0.003	0.003	0.008	0.011	0.008	0.005	0.019	0.008	0.008	0.008
