OTUID	logFC	logCPM	PValue	FDR	level	Kingdom	Phylum	Class	Order	Family	Genus	Species	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_2140	0.204	6.504	0.831677127618318	0.953709619648969	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	0.004	0.004	0.003	0.014	0	0	0	0.008	0.005	0	0.011	0.003	0	0.003
ASV_2213	-0.146	6.689	0.831894226573747	0.953709619648969	NotSig	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unassigned	0.005	0.005	0	0.008	0.003	0.003	0.005	0.008	0	0.005	0.008	0.006	0.003	0.011
ASV_589	-0.109	8.035	0.831913180195509	0.953709619648969	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Unassigned	Unassigned	0.018	0.022	0.015	0.011	0.008	0.016	0.041	0.019	0.022	0.024	0.028	0.017	0.022	0.022
ASV_487	-0.124	8.097	0.833073276407202	0.954623602015395	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.02	0.025	0.015	0.006	0.036	0.016	0.01	0.036	0.008	0.005	0.039	0.028	0.024	0.044
ASV_299	0.089	9.198	0.834071698486275	0.955069195233954	NotSig	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Unassigned	0.055	0.055	0.058	0.106	0.023	0.056	0.047	0.041	0.068	0.034	0.061	0.072	0.019	0.074
ASV_343	-0.082	9.011	0.834188145438094	0.955069195233954	NotSig	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.045	0.05	0.064	0.064	0.023	0.037	0.036	0.044	0.043	0.021	0.058	0.074	0.043	0.06
ASV_1724	-0.18	6.557	0.835250467904838	0.9555855575478	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.005	0	0.006	0.003	0.011	0.003	0	0	0.005	0.011	0.003	0	0.008
ASV_2381	-0.234	6.2	0.835661021405653	0.9555855575478	NotSig	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.002	0.002	0.003	0.008	0	0	0	0	0	0.003	0.008	0	0	0.003
ASV_2254	-0.138	6.798	0.835728760135875	0.9555855575478	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.006	0.006	0.009	0.011	0	0.008	0	0.005	0.008	0.005	0.014	0.003	0.003	0.005
ASV_865	0.127	7.632	0.837399959954387	0.957080492893133	NotSig	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.015	0.015	0.027	0.014	0.005	0.013	0.003	0.03	0.005	0.008	0.011	0.006	0.024	0.033
ASV_1172	-0.12	6.862	0.837979128994353	0.957326568990075	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	0.006	0.007	0.009	0.011	0.003	0.005	0	0.008	0.008	0.008	0.006	0.008	0.003	0.008
ASV_1478	-0.143	6.9	0.839161546597778	0.958246060519423	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Unassigned	0.006	0.007	0	0.003	0.008	0.013	0.005	0.005	0.005	0.005	0.003	0.003	0.005	0.022
ASV_209	-0.12	9.785	0.839661528417416	0.958246060519423	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia	Unassigned	0.076	0.091	0.085	0.101	0.174	0.008	0.036	0.055	0.176	0.026	0.125	0.107	0.03	0.085
ASV_2223	-0.162	6.621	0.83987663077073	0.958246060519423	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	Micromonospora_siamensis	0.004	0.005	0.006	0.008	0	0.005	0.005	0	0.005	0.005	0.006	0	0	0.014
ASV_2240	0.179	6.653	0.84096107446978	0.959067441235367	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.005	0	0	0.008	0.005	0.01	0.003	0	0	0.003	0.008	0.008	0.008
ASV_2899	-0.14	7.604	0.844099175799348	0.961861251181196	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	0.014	0.015	0.024	0.031	0.003	0.003	0.003	0.022	0.019	0.005	0.011	0.008	0.041	0.005
ASV_1052	-0.106	7.563	0.844364702421783	0.961861251181196	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	Paenisporosarcina_macmurdoensis	0.013	0.015	0.018	0.017	0.003	0.019	0.01	0.011	0.024	0.008	0.006	0.022	0.011	0.016
ASV_1662	-0.151	6.83	0.844724035210571	0.961861251181196	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	Labilithrix_luteola	0.006	0.006	0.009	0.006	0.013	0	0	0.005	0.011	0.008	0.006	0.003	0.011	0
ASV_2323	0.186	6.445	0.845177448503094	0.961861251181196	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	0.004	0.003	0.006	0.014	0.003	0	0	0	0.008	0	0.003	0.006	0.003	0
ASV_2036	-0.142	6.759	0.845238773367893	0.961861251181196	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.005	0.006	0.018	0.003	0.003	0.003	0.003	0.003	0.003	0.005	0.008	0.014	0.003	0.003
ASV_122	-0.068	10.367	0.846605990876205	0.961947022140397	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	0.125	0.135	0.131	0.221	0.099	0.117	0.049	0.134	0.151	0.103	0.144	0.14	0.114	0.158
ASV_673	0.099	7.788	0.846689867873048	0.961947022140397	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.017	0.017	0.018	0.025	0.018	0.019	0.013	0.008	0.011	0.021	0.025	0.003	0.016	0.025
ASV_2447	-0.179	6.228	0.847053040354602	0.961947022140397	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	0.002	0.002	0	0	0.003	0.005	0.003	0	0.003	0.003	0.003	0.006	0	0
ASV_2808	-0.131	6.805	0.847505286797904	0.961947022140397	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Verrucosispora	Unassigned	0.005	0.006	0.003	0.011	0.008	0	0	0.011	0.003	0.005	0.008	0.003	0.008	0.011
ASV_2120	-0.113	6.823	0.84773066483477	0.961947022140397	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	Unassigned	0.005	0.006	0.006	0.006	0.003	0.005	0.008	0.005	0.003	0.005	0.008	0.003	0.011	0.008
ASV_435	0.086	8.627	0.847867516006216	0.961947022140397	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Unassigned	0.035	0.034	0.027	0.056	0.016	0.048	0.016	0.049	0.043	0.021	0.019	0.03	0.041	0.052
ASV_414	-0.154	8.303	0.847998402763598	0.961947022140397	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unassigned	0.026	0.03	0.043	0.053	0.003	0.037	0	0.022	0.032	0.005	0.022	0.041	0	0.079
ASV_922	-0.102	7.322	0.848239107322585	0.961947022140397	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.01	0.011	0.009	0.022	0.008	0.003	0.01	0.008	0.016	0.013	0.014	0.008	0.008	0.008
ASV_1434	-0.167	6.753	0.849931717202293	0.963451248582177	NotSig	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.005	0.006	0.015	0.003	0	0.005	0	0.008	0.011	0.008	0.014	0.003	0	0
ASV_320	0.098	9.111	0.850307546731829	0.963462168583739	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Glycomycetaceae	Glycomyces	Unassigned	0.053	0.049	0.061	0.112	0.034	0.029	0.016	0.068	0.027	0.032	0.033	0.102	0.079	0.022
ASV_1689	0.121	6.942	0.852762629101117	0.965147793030618	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	0.007	0.007	0.009	0.003	0.003	0.003	0.013	0.011	0.011	0.005	0.014	0.003	0.005	0.003
ASV_993	0.111	7.376	0.853162190202658	0.965147793030618	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.012	0.011	0.024	0.008	0.01	0.013	0.003	0.011	0.005	0.011	0.008	0.014	0.024	0.003
ASV_1553	0.146	6.644	0.853249311843701	0.965147793030618	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Unassigned	0.004	0.005	0.003	0	0.005	0.008	0.008	0.003	0.005	0	0	0.006	0.005	0.011
ASV_1470	-0.12	7.069	0.853262549064697	0.965147793030618	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.008	0.009	0.015	0.02	0	0.005	0.003	0.005	0.005	0.008	0.006	0.019	0.008	0.005
ASV_158	0.092	10.056	0.85408100094829	0.965232982006124	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	0.105	0.104	0.122	0.131	0.065	0.225	0.013	0.074	0.095	0.061	0.083	0.099	0.073	0.213
ASV_1787	-0.151	6.619	0.854396175401868	0.965232982006124	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Unassigned	Unassigned	0.004	0.005	0.003	0.006	0.008	0.003	0	0.005	0.003	0	0.003	0	0.008	0.016
ASV_2145	-0.17	6.553	0.854438470198503	0.965232982006124	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.004	0.005	0	0.003	0.005	0.003	0	0.011	0	0.003	0.017	0	0.003	0.005
ASV_345	-0.082	9.229	0.855815758773456	0.966373931902559	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	0.054	0.06	0.076	0.095	0.016	0.066	0.028	0.044	0.068	0.034	0.105	0.039	0.03	0.085
ASV_380	-0.1	8.55	0.856814641656971	0.967022208239937	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Unassigned	0.028	0.036	0.015	0.028	0.018	0.021	0.067	0.019	0.019	0.008	0.053	0.03	0.041	0.063
ASV_2146	0.127	6.713	0.857128134869883	0.967022208239937	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.005	0.005	0	0.003	0.005	0.008	0.01	0.003	0.003	0.003	0.008	0.003	0.008	0.005
ASV_2271	-0.161	7.012	0.85749251684674	0.967022208239937	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.007	0.008	0.006	0.003	0.008	0.011	0.003	0.011	0.003	0.034	0.003	0	0	0.005
ASV_2734	-0.121	7.062	0.858081318482118	0.967133351125988	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Steroidobacter_agariperforans	0.007	0.009	0.015	0.003	0.003	0	0.01	0.014	0.008	0.011	0.011	0	0.008	0.014
ASV_504	-0.088	8.317	0.858543746685699	0.967133351125988	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	0.025	0.029	0.015	0.025	0.008	0.05	0.021	0.03	0.019	0.016	0.042	0.028	0.019	0.052
ASV_2086	0.065	9.375	0.858693845773588	0.967133351125988	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Unassigned	0.06	0.061	0.061	0.073	0.042	0.05	0.072	0.063	0.078	0.055	0.047	0.069	0.06	0.057
ASV_1515	0.111	7.081	0.860060986601032	0.967474151995307	NotSig	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter_arvalis	0.008	0.008	0	0.014	0.013	0.008	0.008	0.005	0.008	0.003	0.014	0.017	0.003	0.005
ASV_1033	0.114	7.354	0.860173972941662	0.967474151995307	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.012	0.011	0.034	0.017	0.003	0.003	0.005	0.011	0.019	0.008	0.003	0.006	0.014	0.016
ASV_1029	0.109	7.133	0.861019279113932	0.967474151995307	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Unassigned	0.009	0.009	0.006	0.003	0.005	0.024	0.005	0.008	0.005	0.011	0.017	0.006	0.005	0.008
ASV_1477	-0.178	6.565	0.861562979625426	0.967474151995307	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Unassigned	0.004	0.005	0	0.006	0.013	0	0	0.003	0.008	0.003	0.014	0	0.003	0
ASV_1610	0.134	6.659	0.861989510717764	0.967474151995307	NotSig	Bacteria	Actinobacteria	Actinobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Unassigned	0.005	0.004	0.003	0.017	0.003	0.005	0	0.003	0.005	0.011	0.006	0.003	0.003	0
ASV_358	0.073	8.722	0.862298490615039	0.967474151995307	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Unassigned	Unassigned	0.036	0.037	0.046	0.02	0.044	0.037	0.034	0.036	0.022	0.042	0.055	0.025	0.035	0.044
ASV_2417	-0.102	6.986	0.864162183621177	0.967474151995307	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Unassigned	0.007	0.008	0.012	0.006	0.005	0.013	0	0.005	0.005	0.011	0.006	0.008	0.011	0.005
ASV_876	0.14	7.386	0.864173738076969	0.967474151995307	NotSig	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.012	0.011	0.021	0.02	0.003	0.003	0.023	0	0.03	0.003	0.014	0	0.008	0.014
ASV_1871	0.11	7.042	0.864363839618902	0.967474151995307	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	Amaricoccus_tamworthensis	0.008	0.008	0.006	0.003	0.016	0.011	0.003	0.008	0.005	0.011	0.006	0.014	0	0.011
ASV_1351	-0.089	9.379	0.864365522524014	0.967474151995307	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unassigned	0.059	0.065	0.082	0.067	0.065	0.066	0.008	0.068	0.135	0.032	0.05	0.11	0.024	0.041
ASV_704	0.136	8.055	0.864900595657527	0.967474151995307	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	Shinella_zoogloeoides	0.021	0.02	0.046	0.008	0.013	0	0.047	0.011	0.011	0.011	0.003	0.011	0.065	0.022
ASV_2887	0.166	6.508	0.86504656013043	0.967474151995307	NotSig	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	Roseimicrobium_gellanilyticum	0.004	0.004	0	0.003	0.008	0	0.008	0.003	0.005	0	0.008	0.008	0	0
ASV_1696	-0.161	6.627	0.865478170026622	0.967474151995307	NotSig	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.005	0.015	0	0.003	0.008	0	0	0.008	0.005	0.011	0	0	0.005
ASV_242	0.074	9.421	0.865539987113202	0.967474151995307	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unassigned	0.065	0.064	0.07	0.106	0.039	0.056	0.031	0.09	0.068	0.087	0.105	0.039	0.022	0.063
ASV_1482	-0.117	7.072	0.86590434741011	0.967474151995307	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.007	0.009	0.009	0.003	0.023	0	0.003	0.005	0.005	0.008	0.011	0.006	0.014	0.008
ASV_2293	0.155	6.514	0.866182642204029	0.967474151995307	NotSig	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.004	0.003	0.02	0	0	0.003	0	0.005	0.005	0.006	0	0.003	0.003
ASV_1623	0.106	6.818	0.866221808039143	0.967474151995307	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_daechungensis	0.006	0.006	0.009	0.003	0.008	0.008	0.003	0.005	0.003	0.008	0.006	0.003	0.003	0.014
ASV_467	-0.116	7.953	0.866330774141902	0.967474151995307	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	Unassigned	0.019	0.02	0.024	0.053	0.01	0	0.018	0.008	0.024	0.013	0.014	0.039	0.03	0.003
ASV_2232	0.17	6.648	0.866331715269563	0.967474151995307	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Unassigned	0.004	0.005	0.003	0	0.013	0	0.005	0.005	0	0	0.008	0	0.014	0.005
ASV_2302	0.168	6.769	0.866350855986675	0.967474151995307	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned	0.006	0.005	0.009	0.011	0.003	0	0	0.014	0	0.011	0.003	0	0	0.019
ASV_149	0.136	10.108	0.868395276607889	0.967592591149814	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis	Unassigned	0.115	0.108	0.021	0.445	0	0.074	0.116	0.033	0.189	0.024	0.294	0.05	0.046	0.044
ASV_697	0.097	7.556	0.868578012545497	0.967592591149814	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Unassigned	0.014	0.014	0.027	0.014	0.018	0.003	0.003	0.019	0.011	0.013	0.022	0.017	0.003	0.016
ASV_1681	0.115	6.685	0.868738960240352	0.967592591149814	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Bacillus_litoralis	0.005	0.005	0.006	0.008	0.005	0	0.005	0.005	0.005	0	0.011	0.006	0	0.008
ASV_2096	0.123	6.69	0.869186721746107	0.967592591149814	NotSig	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Unassigned	0.005	0.005	0.006	0.003	0.01	0.003	0	0.008	0.005	0	0.008	0.008	0	0.008
ASV_620	-0.096	8.173	0.869195145474664	0.967592591149814	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_adelaidensis	0.023	0.025	0.021	0.045	0.023	0.003	0.005	0.041	0.03	0.011	0.014	0.044	0.032	0.019
ASV_1091	-0.108	6.923	0.869378314890124	0.967592591149814	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	Dongia_mobilis	0.006	0.007	0.006	0.006	0.005	0.003	0	0.019	0.011	0.005	0.011	0.008	0.005	0.003
ASV_2542	0.139	7.365	0.869456798971856	0.967592591149814	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Unassigned	0.011	0.011	0.015	0.022	0.029	0	0.003	0	0.003	0.008	0.036	0.006	0.003	0.014
ASV_2380	-0.131	6.857	0.869966399779548	0.967592591149814	NotSig	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter_arvalis	0.005	0.007	0.003	0.008	0.003	0	0.018	0	0.003	0.003	0.008	0.003	0.011	0.014
ASV_1621	-0.145	6.832	0.870034266161896	0.967592591149814	NotSig	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned	0.006	0.006	0.018	0	0.01	0	0	0.005	0	0.011	0.006	0.011	0.008	0.003
ASV_1600	-0.113	7.08	0.870134576457795	0.967592591149814	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	0.007	0.009	0.006	0.003	0.003	0.013	0.016	0.003	0.014	0.008	0.003	0.019	0.003	0.005
ASV_522	-0.083	8.115	0.8713879223153	0.968576942801671	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.021	0.024	0.018	0.028	0.026	0.011	0.021	0.022	0.014	0.034	0.033	0.008	0.011	0.044
ASV_1485	0.095	6.823	0.874108330000458	0.970205049326803	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.006	0.006	0.006	0.003	0.008	0.005	0.003	0.011	0.005	0.005	0.006	0.011	0.003	0.005
ASV_773	-0.085	7.427	0.874772640599538	0.970205049326803	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.012	0.013	0.018	0.017	0.005	0.013	0.003	0.014	0.011	0.016	0.025	0.006	0.008	0.011
ASV_1454	0.087	7.036	0.875414305215203	0.970205049326803	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.008	0.008	0.015	0.006	0.003	0.008	0.005	0.011	0.014	0.005	0.006	0.008	0.008	0.005
ASV_1833	0.141	6.501	0.875508096504701	0.970205049326803	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.004	0.004	0.009	0.003	0.003	0	0.008	0	0	0	0.008	0.008	0.003	0.003
ASV_1581	0.106	6.709	0.875744117540912	0.970205049326803	NotSig	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Unassigned	0.005	0.005	0.006	0.003	0	0.003	0.01	0.008	0.003	0.005	0.003	0.006	0.005	0.008
ASV_883	-0.109	7.464	0.875786310877441	0.970205049326803	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unassigned	Unassigned	0.012	0.013	0.018	0.006	0.008	0.013	0.008	0.016	0	0.005	0.011	0.047	0.008	0.008
ASV_1551	-0.103	7.094	0.876314392517304	0.970205049326803	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unassigned	Unassigned	0.008	0.009	0.009	0.008	0	0.003	0.01	0.016	0.008	0	0.019	0.014	0.005	0.008
ASV_1498	0.102	6.761	0.876526173444141	0.970205049326803	NotSig	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter_arvalis	0.006	0.005	0.009	0.003	0.008	0.003	0.003	0.008	0.005	0.008	0.006	0	0.003	0.011
ASV_2396	-0.143	6.299	0.877066938856635	0.970205049326803	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium_III	Clostridium_straminisolvens	0.002	0.003	0.009	0	0	0.005	0	0	0.003	0.003	0.003	0	0.003	0.005
ASV_664	-0.149	6.765	0.87707299814714	0.970205049326803	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_2	Terribacillus	Terribacillus_goriensis	0.005	0.006	0.015	0.003	0	0	0.005	0.008	0.003	0	0.003	0.006	0	0.027
ASV_1298	0.104	6.832	0.877222560197247	0.970205049326803	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	0.006	0.006	0.006	0.008	0.003	0.003	0.013	0.003	0	0.005	0.006	0.011	0.008	0.005
ASV_1097	0.081	7.17	0.87745554576218	0.970205049326803	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.009	0.009	0.006	0.014	0.005	0.008	0.005	0.016	0.008	0.005	0.011	0.014	0.011	0.005
ASV_127	0.055	10.464	0.877851795738463	0.970205049326803	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	0.135	0.136	0.113	0.182	0.088	0.159	0.127	0.139	0.105	0.145	0.122	0.19	0.146	0.106
ASV_53	0.053	11.68	0.878015287893241	0.970205049326803	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agromyces	Unassigned	0.324	0.33	0.287	0.506	0.408	0.324	0.166	0.252	0.267	0.264	0.371	0.413	0.274	0.393
ASV_692	-0.087	7.502	0.879066877344091	0.970814783599748	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus	Blastococcus_saxobsidens	0.012	0.014	0.015	0.025	0.013	0.011	0.003	0.008	0.016	0.008	0.022	0.022	0.011	0.003
ASV_372	-0.065	8.743	0.879950040389289	0.970814783599748	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	Unassigned	0.036	0.039	0.052	0.05	0.034	0.024	0.034	0.022	0.032	0.053	0.047	0.022	0.051	0.027
ASV_2043	0.076	8.007	0.880009761192055	0.970814783599748	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus	Unassigned	0.02	0.02	0.006	0.017	0.036	0.021	0.01	0.027	0.027	0.021	0.019	0.019	0.014	0.022
ASV_194	-0.064	9.6	0.880238626599844	0.970814783599748	NotSig	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus	Unassigned	0.068	0.078	0.061	0.109	0.029	0.053	0.111	0.044	0.097	0.05	0.1	0.066	0.051	0.101
ASV_2025	-0.173	6.625	0.881125757273438	0.970814783599748	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Unassigned	0.004	0.005	0.018	0.003	0.005	0	0	0	0.016	0.003	0	0	0	0.011
